Station_name,Day_of_week,Time_slot,Weather_condition,Event_nearby,Is_holiday,Avg_passenger_count
Hauz Khas,Wednesday,Night(9PM - 11PM),Rainy,Yes,No,403
Dwarka Sector 21,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,319
Inderlok,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,463
Karol Bagh,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,628
Noida City Centre,Tuesday,Night(9PM - 11PM),Rainy,Yes,No,501
Chandni Chowk,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,No,486
Rajiv Chowk,Wednesday,Evening(4PM - 8PM),Foggy,No,Yes,1044
Lajpat Nagar,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,214
Vishwavidyalaya,Monday,Night(9PM - 11PM),Clear,Yes,No,318
Lajpat Nagar,Saturday,Evening(4PM - 8PM),Rainy,No,Yes,287
Vishwavidyalaya,Wednesday,Night(9PM - 11PM),Foggy,No,Yes,557
Chandni Chowk,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,405
Lajpat Nagar,Tuesday,Evening(4PM - 8PM),Foggy,Yes,Yes,754
Central Secretariat,Saturday,Night(9PM - 11PM),Rainy,Yes,Yes,209
Yamuna Bank,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,260
Kashmere Gate,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,735
Yamuna Bank,Sunday,Morning(7PM - 10 AM),Clear,Yes,No,50
MG Road,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,356
Rohini West,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,612
Central Secretariat,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,641
Hauz Khas,Wednesday,Night(9PM - 11PM),Cloudy,Yes,No,365
Rohini West,Friday,Night(9PM - 11PM),Rainy,Yes,Yes,616
Shivaji Stadium,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,452
Vishwavidyalaya,Friday,Night(9PM - 11PM),Rainy,Yes,Yes,625
Vaishali,Friday,Evening(4PM - 8PM),Clear,No,Yes,494
Kashmere Gate,Friday,Afternoon(11AM - 2PM),Cloudy,No,Yes,991
Saket,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,458
Rohini West,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,648
Dwarka Sector 21,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,225
Karol Bagh,Tuesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,542
Karol Bagh,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,153
Lajpat Nagar,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,352
Yamuna Bank,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,517
Saket,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,547
Yamuna Bank,Friday,Afternoon(11AM - 2PM),Cloudy,No,No,260
Saket,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,608
Saket,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,657
Rajiv Chowk,Monday,Night(9PM - 11PM),Clear,Yes,Yes,1029
Hauz Khas,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,594
Shivaji Stadium,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,627
Rajiv Chowk,Wednesday,Night(9PM - 11PM),Rainy,No,Yes,1052
Karol Bagh,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,634
Vishwavidyalaya,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,545
Vaishali,Monday,Evening(4PM - 8PM),Cloudy,Yes,Yes,522
MG Road,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,596
Hauz Khas,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,517
Vaishali,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,297
Vaishali,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,591
Yamuna Bank,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,638
Inderlok,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,579
Yamuna Bank,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,209
Lajpat Nagar,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,No,50
Mayur Vihar,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,552
Chandni Chowk,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,467
New Delhi,Thursday,Night(9PM - 11PM),Cloudy,No,No,909
Rajiv Chowk,Friday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,1181
Chandni Chowk,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,647
Vaishali,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,563
Lajpat Nagar,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,573
Vaishali,Wednesday,Evening(4PM - 8PM),Clear,No,Yes,552
MG Road,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,656
Rajiv Chowk,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,695
Lajpat Nagar,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,540
Mayur Vihar,Monday,Evening(4PM - 8PM),Foggy,Yes,No,327
Kashmere Gate,Tuesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,1020
Yamuna Bank,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,475
Chandni Chowk,Sunday,Evening(4PM - 8PM),Clear,Yes,No,50
Rohini West,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,486
Vaishali,Monday,Morning(7PM - 10 AM),Rainy,No,Yes,544
Botanical Garden,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,No,88
Central Secretariat,Friday,Night(9PM - 11PM),Clear,Yes,Yes,447
MG Road,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,466
Rohini West,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,599
Inderlok,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,607
Mayur Vihar,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,421
Noida City Centre,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,241
Mayur Vihar,Tuesday,Night(9PM - 11PM),Cloudy,Yes,Yes,533
Mayur Vihar,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,309
MG Road,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,514
Chandni Chowk,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,495
Chandni Chowk,Thursday,Morning(7PM - 10 AM),Rainy,Yes,No,353
Vaishali,Sunday,Evening(4PM - 8PM),Foggy,No,Yes,236
Karol Bagh,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,590
Dwarka Sector 21,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,234
Inderlok,Friday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,641
Shivaji Stadium,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,478
Yamuna Bank,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,No,61
Vaishali,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,614
Vaishali,Thursday,Afternoon(11AM - 2PM),Cloudy,No,Yes,516
Saket,Wednesday,Afternoon(11AM - 2PM),Cloudy,No,Yes,451
Hauz Khas,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,532
Inderlok,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,221
Vishwavidyalaya,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,503
Kashmere Gate,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,1063
Yamuna Bank,Friday,Night(9PM - 11PM),Rainy,Yes,No,443
Central Secretariat,Thursday,Evening(4PM - 8PM),Clear,Yes,No,260
Central Secretariat,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,346
Botanical Garden,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,479
Saket,Wednesday,Morning(7PM - 10 AM),Foggy,No,Yes,567
Saket,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,617
Vishwavidyalaya,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,549
Karol Bagh,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,376
Central Secretariat,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,No,187
New Delhi,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,1020
Vaishali,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,212
Hauz Khas,Tuesday,Evening(4PM - 8PM),Rainy,Yes,Yes,578
Lajpat Nagar,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,254
Shivaji Stadium,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,623
Hauz Khas,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,314
MG Road,Wednesday,Night(9PM - 11PM),Rainy,Yes,Yes,589
Karol Bagh,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,472
Inderlok,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,609
Yamuna Bank,Tuesday,Evening(4PM - 8PM),Rainy,Yes,Yes,494
Vaishali,Sunday,Night(9PM - 11PM),Rainy,No,Yes,345
Vishwavidyalaya,Friday,Night(9PM - 11PM),Rainy,No,Yes,670
Saket,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,414
Vaishali,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,329
Botanical Garden,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,622
Vishwavidyalaya,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,226
Rohini West,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,326
Rohini West,Monday,Morning(7PM - 10 AM),Foggy,Yes,Yes,546
New Delhi,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,1093
Mayur Vihar,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,243
Botanical Garden,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,115
Yamuna Bank,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,605
Kashmere Gate,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,728
Noida City Centre,Wednesday,Night(9PM - 11PM),Cloudy,No,Yes,482
Yamuna Bank,Saturday,Morning(7PM - 10 AM),Clear,Yes,Yes,223
New Delhi,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,1001
Saket,Thursday,Morning(7PM - 10 AM),Clear,Yes,No,289
Inderlok,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,178
Vishwavidyalaya,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,563
Lajpat Nagar,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,No,394
Vaishali,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,457
Botanical Garden,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,436
Vaishali,Wednesday,Night(9PM - 11PM),Rainy,Yes,Yes,524
Botanical Garden,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,427
Noida City Centre,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,277
New Delhi,Monday,Morning(7PM - 10 AM),Foggy,Yes,Yes,1093
MG Road,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,284
MG Road,Tuesday,Evening(4PM - 8PM),Clear,Yes,Yes,458
Lajpat Nagar,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,472
Vishwavidyalaya,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,233
Hauz Khas,Saturday,Night(9PM - 11PM),Rainy,Yes,No,151
Inderlok,Saturday,Morning(7PM - 10 AM),Clear,Yes,Yes,284
Rohini West,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,601
Vishwavidyalaya,Friday,Night(9PM - 11PM),Clear,Yes,Yes,565
Inderlok,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,507
Mayur Vihar,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,571
New Delhi,Sunday,Evening(4PM - 8PM),Clear,No,Yes,729
Lajpat Nagar,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,202
MG Road,Thursday,Afternoon(11AM - 2PM),Clear,Yes,No,200
Chandni Chowk,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,492
Rajiv Chowk,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,759
Kashmere Gate,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,981
Mayur Vihar,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,662
Noida City Centre,Monday,Night(9PM - 11PM),Clear,No,Yes,521
New Delhi,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,1150
Inderlok,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,628
Chandni Chowk,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,251
Inderlok,Friday,Evening(4PM - 8PM),Foggy,No,Yes,696
Vaishali,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,591
Karol Bagh,Friday,Night(9PM - 11PM),Rainy,Yes,Yes,651
Shivaji Stadium,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,581
Vaishali,Tuesday,Morning(7PM - 10 AM),Clear,Yes,No,231
Rajiv Chowk,Saturday,Morning(7PM - 10 AM),Rainy,No,No,595
New Delhi,Saturday,Morning(7PM - 10 AM),Foggy,Yes,No,634
Chandni Chowk,Saturday,Afternoon(11AM - 2PM),Foggy,No,Yes,285
Kashmere Gate,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,1236
Rajiv Chowk,Sunday,Evening(4PM - 8PM),Foggy,Yes,No,613
Central Secretariat,Friday,Morning(7PM - 10 AM),Clear,Yes,No,330
Vaishali,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,291
Kashmere Gate,Tuesday,Evening(4PM - 8PM),Clear,Yes,Yes,930
Karol Bagh,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,177
Hauz Khas,Monday,Morning(7PM - 10 AM),Cloudy,Yes,No,252
MG Road,Friday,Night(9PM - 11PM),Rainy,Yes,Yes,621
Karol Bagh,Saturday,Morning(7PM - 10 AM),Foggy,Yes,No,181
Botanical Garden,Monday,Evening(4PM - 8PM),Cloudy,Yes,Yes,447
Noida City Centre,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,529
Hauz Khas,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,608
Saket,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,667
Shivaji Stadium,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,460
Lajpat Nagar,Thursday,Night(9PM - 11PM),Foggy,Yes,Yes,549
Saket,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,579
Rohini West,Thursday,Afternoon(11AM - 2PM),Foggy,No,Yes,590
Central Secretariat,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,531
Karol Bagh,Friday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,669
New Delhi,Tuesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,1025
Yamuna Bank,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,501
Botanical Garden,Sunday,Night(9PM - 11PM),Rainy,Yes,No,51
Botanical Garden,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,473
Hauz Khas,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,517
Rohini West,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,562
MG Road,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,476
Shivaji Stadium,Saturday,Evening(4PM - 8PM),Cloudy,Yes,No,50
Mayur Vihar,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,524
Dwarka Sector 21,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,561
Mayur Vihar,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,222
Chandni Chowk,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,457
Central Secretariat,Thursday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,613
Inderlok,Thursday,Evening(4PM - 8PM),Foggy,Yes,No,384
Central Secretariat,Saturday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,305
Rohini West,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,240
Karol Bagh,Saturday,Night(9PM - 11PM),Rainy,No,Yes,295
Kashmere Gate,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,720
Chandni Chowk,Tuesday,Evening(4PM - 8PM),Clear,Yes,Yes,465
Dwarka Sector 21,Sunday,Night(9PM - 11PM),Clear,No,Yes,172
Vaishali,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,245
Noida City Centre,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,196
Karol Bagh,Saturday,Evening(4PM - 8PM),Cloudy,Yes,No,50
Dwarka Sector 21,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,619
Botanical Garden,Friday,Night(9PM - 11PM),Rainy,No,Yes,684
Central Secretariat,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,223
Lajpat Nagar,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,478
Rohini West,Monday,Morning(7PM - 10 AM),Cloudy,No,Yes,616
Yamuna Bank,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,460
Noida City Centre,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,510
Central Secretariat,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,555
Botanical Garden,Saturday,Night(9PM - 11PM),Cloudy,Yes,No,50
Kashmere Gate,Thursday,Night(9PM - 11PM),Clear,Yes,No,695
Chandni Chowk,Monday,Evening(4PM - 8PM),Foggy,No,Yes,633
Shivaji Stadium,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,572
Rohini West,Saturday,Afternoon(11AM - 2PM),Foggy,No,Yes,261
Central Secretariat,Saturday,Morning(7PM - 10 AM),Clear,Yes,No,50
Hauz Khas,Wednesday,Afternoon(11AM - 2PM),Clear,No,No,307
Vishwavidyalaya,Thursday,Morning(7PM - 10 AM),Clear,No,Yes,477
Mayur Vihar,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,617
Mayur Vihar,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,456
Yamuna Bank,Tuesday,Evening(4PM - 8PM),Foggy,Yes,No,578
Botanical Garden,Monday,Afternoon(11AM - 2PM),Foggy,Yes,No,379
Mayur Vihar,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,358
Lajpat Nagar,Friday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,657
New Delhi,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,1048
Dwarka Sector 21,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,557
Central Secretariat,Monday,Night(9PM - 11PM),Rainy,Yes,No,495
Mayur Vihar,Sunday,Evening(4PM - 8PM),Cloudy,Yes,No,50
Shivaji Stadium,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,619
Lajpat Nagar,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,596
Central Secretariat,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,500
Yamuna Bank,Friday,Night(9PM - 11PM),Clear,Yes,Yes,502
Rajiv Chowk,Thursday,Morning(7PM - 10 AM),Clear,Yes,Yes,923
Vishwavidyalaya,Monday,Night(9PM - 11PM),Foggy,No,Yes,612
Rohini West,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,539
Yamuna Bank,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,571
Inderlok,Tuesday,Evening(4PM - 8PM),Rainy,Yes,Yes,594
MG Road,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,414
Lajpat Nagar,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,655
Rajiv Chowk,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,1177
Yamuna Bank,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,210
Dwarka Sector 21,Wednesday,Evening(4PM - 8PM),Rainy,No,No,417
Central Secretariat,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,614
Rohini West,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,637
Shivaji Stadium,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,512
Inderlok,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,551
Inderlok,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,534
Dwarka Sector 21,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,238
Inderlok,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,319
Botanical Garden,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,635
MG Road,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,261
Noida City Centre,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,404
Saket,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,295
Shivaji Stadium,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,692
Chandni Chowk,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,333
Rohini West,Wednesday,Evening(4PM - 8PM),Clear,Yes,No,336
Karol Bagh,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,449
Vishwavidyalaya,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,322
Kashmere Gate,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,945
Lajpat Nagar,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,599
MG Road,Monday,Evening(4PM - 8PM),Cloudy,Yes,No,286
Yamuna Bank,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,No,423
Lajpat Nagar,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,601
Dwarka Sector 21,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,644
Yamuna Bank,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,351
Lajpat Nagar,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,561
Mayur Vihar,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,751
Mayur Vihar,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,No,262
Karol Bagh,Monday,Evening(4PM - 8PM),Cloudy,Yes,Yes,479
Kashmere Gate,Friday,Night(9PM - 11PM),Clear,Yes,Yes,980
Botanical Garden,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,503
Mayur Vihar,Saturday,Evening(4PM - 8PM),Rainy,Yes,No,114
Chandni Chowk,Sunday,Morning(7PM - 10 AM),Rainy,No,Yes,295
Chandni Chowk,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,257
Rohini West,Monday,Afternoon(11AM - 2PM),Rainy,Yes,No,445
Yamuna Bank,Saturday,Afternoon(11AM - 2PM),Foggy,Yes,No,122
Karol Bagh,Sunday,Afternoon(11AM - 2PM),Foggy,No,Yes,313
Chandni Chowk,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,472
Central Secretariat,Friday,Night(9PM - 11PM),Rainy,Yes,Yes,609
Dwarka Sector 21,Thursday,Morning(7PM - 10 AM),Rainy,Yes,Yes,619
Central Secretariat,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,198
Noida City Centre,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,499
Noida City Centre,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,No,50
Vishwavidyalaya,Friday,Night(9PM - 11PM),Rainy,Yes,No,410
Kashmere Gate,Friday,Night(9PM - 11PM),Clear,Yes,Yes,1045
Rajiv Chowk,Saturday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,669
Central Secretariat,Thursday,Evening(4PM - 8PM),Foggy,No,No,414
Dwarka Sector 21,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,513
Saket,Saturday,Morning(7PM - 10 AM),Foggy,Yes,Yes,342
Botanical Garden,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,594
New Delhi,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,895
Rohini West,Sunday,Evening(4PM - 8PM),Rainy,Yes,No,50
Central Secretariat,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,195
New Delhi,Tuesday,Evening(4PM - 8PM),Clear,Yes,No,850
Karol Bagh,Wednesday,Night(9PM - 11PM),Clear,Yes,Yes,428
Noida City Centre,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,265
Kashmere Gate,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,781
Botanical Garden,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,489
Karol Bagh,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,687
Shivaji Stadium,Wednesday,Afternoon(11AM - 2PM),Cloudy,No,No,314
Shivaji Stadium,Tuesday,Night(9PM - 11PM),Cloudy,Yes,Yes,431
Karol Bagh,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,306
Lajpat Nagar,Saturday,Night(9PM - 11PM),Foggy,Yes,No,147
Dwarka Sector 21,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,473
New Delhi,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,1191
Saket,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,537
Lajpat Nagar,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,194
Central Secretariat,Saturday,Evening(4PM - 8PM),Cloudy,No,Yes,287
MG Road,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,157
Rohini West,Sunday,Evening(4PM - 8PM),Clear,Yes,No,50
Vishwavidyalaya,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,174
MG Road,Tuesday,Evening(4PM - 8PM),Rainy,Yes,Yes,551
Central Secretariat,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,644
Vishwavidyalaya,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,276
Rajiv Chowk,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,1040
Noida City Centre,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,486
Dwarka Sector 21,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,454
Inderlok,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,298
Vishwavidyalaya,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,552
MG Road,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,490
Rohini West,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,291
Inderlok,Tuesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,593
Shivaji Stadium,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,358
Noida City Centre,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,508
Karol Bagh,Monday,Night(9PM - 11PM),Clear,Yes,Yes,484
New Delhi,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,1084
Botanical Garden,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,506
Chandni Chowk,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,558
Vishwavidyalaya,Tuesday,Evening(4PM - 8PM),Clear,Yes,Yes,481
Chandni Chowk,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,587
Kashmere Gate,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,998
Chandni Chowk,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,507
